Timestamp: 1683525958, Average of speed: 2150.667, Average of pressure: 0.068
Timestamp: 1683535475, Average of speed: 2104.333, Average of pressure: 0.068
Timestamp: 1683535476, Average of speed: 2162.000, Average of pressure: 0.078
Timestamp: 1683535477, Average of speed: 1889.333, Average of pressure: 0.077
Timestamp: 1683535478, Average of speed: 2134.000, Average of pressure: 0.078
Timestamp: 1683535479, Average of speed: 2068.000, Average of pressure: 0.077
Timestamp: 1683535480, Average of speed: 2068.000, Average of pressure: 0.089
Timestamp: 1683535481, Average of speed: 2068.000, Average of pressure: 0.089
Timestamp: 1683535482, Average of speed: 1961.000, Average of pressure: 0.075
Timestamp: 1683535483, Average of speed: 2048.333, Average of pressure: 0.068
Timestamp: 1683535484, Average of speed: 2140.000, Average of pressure: 0.070
Timestamp: 1683535485, Average of speed: 2068.000, Average of pressure: 0.086
Timestamp: 1683535486, Average of speed: 1962.000, Average of pressure: 0.083
Timestamp: 1683535487, Average of speed: 2101.000, Average of pressure: 0.087
Timestamp: 1683535488, Average of speed: 2101.000, Average of pressure: 0.087
Timestamp: 1683535489, Average of speed: 2136.333, Average of pressure: 0.071
Timestamp: 1683535490, Average of speed: 1956.333, Average of pressure: 0.075
Timestamp: 1683535491, Average of speed: 2006.333, Average of pressure: 0.067
Timestamp: 1683535492, Average of speed: 2136.333, Average of pressure: 0.065
Timestamp: 1683535493, Average of speed: 2168.000, Average of pressure: 0.085
Timestamp: 1683535494, Average of speed: 2011.667, Average of pressure: 0.077
Timestamp: 1683535495, Average of speed: 1979.667, Average of pressure: 0.072
Timestamp: 1683535496, Average of speed: 2077.000, Average of pressure: 0.083
Timestamp: 1683535497, Average of speed: 2077.000, Average of pressure: 0.083
Timestamp: 1683535498, Average of speed: 2268.667, Average of pressure: 0.070
Timestamp: 1683535499, Average of speed: 2014.000, Average of pressure: 0.088
Timestamp: 1683535500, Average of speed: 2200.667, Average of pressure: 0.058
Timestamp: 1683535501, Average of speed: 2125.333, Average of pressure: 0.086
Timestamp: 1683535502, Average of speed: 2212.667, Average of pressure: 0.058
Timestamp: 1683535503, Average of speed: 1934.667, Average of pressure: 0.076
Timestamp: 1683535504, Average of speed: 2089.000, Average of pressure: 0.069
Timestamp: 1683535505, Average of speed: 2046.667, Average of pressure: 0.067
Timestamp: 1683535506, Average of speed: 2160.333, Average of pressure: 0.066
Timestamp: 1683535507, Average of speed: 2222.000, Average of pressure: 0.075
Timestamp: 1683535508, Average of speed: 1871.333, Average of pressure: 0.075
Timestamp: 1683535509, Average of speed: 2137.667, Average of pressure: 0.092
Timestamp: 1683535510, Average of speed: 2151.667, Average of pressure: 0.069
Timestamp: 1683535511, Average of speed: 2205.333, Average of pressure: 0.069
Timestamp: 1683535512, Average of speed: 2031.333, Average of pressure: 0.058
Timestamp: 1683535513, Average of speed: 2100.333, Average of pressure: 0.062
Timestamp: 1683535514, Average of speed: 2174.667, Average of pressure: 0.079
Timestamp: 1683535515, Average of speed: 1871.667, Average of pressure: 0.077
Timestamp: 1683535516, Average of speed: 2169.333, Average of pressure: 0.086
Timestamp: 1683535517, Average of speed: 1986.667, Average of pressure: 0.088
Timestamp: 1683535518, Average of speed: 2145.333, Average of pressure: 0.089
Timestamp: 1683535519, Average of speed: 2205.333, Average of pressure: 0.064
Timestamp: 1683535520, Average of speed: 2134.000, Average of pressure: 0.083
Timestamp: 1683535521, Average of speed: 2045.667, Average of pressure: 0.087
Timestamp: 1683535522, Average of speed: 2187.000, Average of pressure: 0.062
Timestamp: 1683535523, Average of speed: 2045.333, Average of pressure: 0.065
Timestamp: 1683535524, Average of speed: 2163.000, Average of pressure: 0.060
Timestamp: 1683535525, Average of speed: 2199.333, Average of pressure: 0.062
Timestamp: 1683535526, Average of speed: 2104.667, Average of pressure: 0.078
Timestamp: 1683535527, Average of speed: 2010.333, Average of pressure: 0.078
Timestamp: 1683535528, Average of speed: 2155.000, Average of pressure: 0.071
Timestamp: 1683535529, Average of speed: 1906.000, Average of pressure: 0.084
Timestamp: 1683535530, Average of speed: 1961.667, Average of pressure: 0.064
Timestamp: 1683535531, Average of speed: 2045.000, Average of pressure: 0.078
Timestamp: 1683535532, Average of speed: 2171.667, Average of pressure: 0.064
Timestamp: 1683535533, Average of speed: 2113.000, Average of pressure: 0.093
Timestamp: 1683535534, Average of speed: 2157.667, Average of pressure: 0.090
Timestamp: 1683535535, Average of speed: 2257.000, Average of pressure: 0.095
Timestamp: 1683535536, Average of speed: 2264.333, Average of pressure: 0.060
Timestamp: 1683535537, Average of speed: 2223.667, Average of pressure: 0.078
Timestamp: 1683535538, Average of speed: 2006.000, Average of pressure: 0.086
Timestamp: 1683535539, Average of speed: 1985.667, Average of pressure: 0.080
Timestamp: 1683535540, Average of speed: 2111.000, Average of pressure: 0.075
Timestamp: 1683535541, Average of speed: 1973.667, Average of pressure: 0.065
Timestamp: 1683535542, Average of speed: 1906.333, Average of pressure: 0.095
Timestamp: 1683535543, Average of speed: 2082.667, Average of pressure: 0.078
Timestamp: 1683535544, Average of speed: 1988.333, Average of pressure: 0.068
Timestamp: 1683535545, Average of speed: 2154.333, Average of pressure: 0.085
Timestamp: 1683535546, Average of speed: 2155.667, Average of pressure: 0.075
Timestamp: 1683535547, Average of speed: 2014.667, Average of pressure: 0.084
Timestamp: 1683535548, Average of speed: 2002.333, Average of pressure: 0.070
Timestamp: 1683535549, Average of speed: 1986.000, Average of pressure: 0.068
Timestamp: 1683535550, Average of speed: 2061.333, Average of pressure: 0.079
Timestamp: 1683535551, Average of speed: 2139.333, Average of pressure: 0.072
Timestamp: 1683535552, Average of speed: 2192.000, Average of pressure: 0.077
Timestamp: 1683535553, Average of speed: 2018.667, Average of pressure: 0.058
Timestamp: 1683535554, Average of speed: 2027.000, Average of pressure: 0.058
Timestamp: 1683535555, Average of speed: 2134.667, Average of pressure: 0.078
Timestamp: 1683535556, Average of speed: 2055.333, Average of pressure: 0.057
Timestamp: 1683535557, Average of speed: 2124.000, Average of pressure: 0.053
Timestamp: 1683535558, Average of speed: 2124.000, Average of pressure: 0.053
Timestamp: 1683535559, Average of speed: 2177.333, Average of pressure: 0.072
Timestamp: 1683535560, Average of speed: 2229.667, Average of pressure: 0.086
Timestamp: 1683535561, Average of speed: 2201.667, Average of pressure: 0.072
Timestamp: 1683535562, Average of speed: 1953.000, Average of pressure: 0.073
Timestamp: 1683535563, Average of speed: 1953.000, Average of pressure: 0.073
Timestamp: 1683535564, Average of speed: 2097.333, Average of pressure: 0.076
Timestamp: 1683535565, Average of speed: 2054.000, Average of pressure: 0.070
Timestamp: 1683535566, Average of speed: 2121.333, Average of pressure: 0.091
Timestamp: 1683535567, Average of speed: 1950.000, Average of pressure: 0.075
Timestamp: 1683535568, Average of speed: 2137.667, Average of pressure: 0.071
Timestamp: 1683535569, Average of speed: 2107.333, Average of pressure: 0.080
Timestamp: 1683535570, Average of speed: 2107.333, Average of pressure: 0.080
Timestamp: 1683535571, Average of speed: 2107.333, Average of pressure: 0.080
Timestamp: 1683535572, Average of speed: 1956.333, Average of pressure: 0.083
Timestamp: 1683535573, Average of speed: 2104.667, Average of pressure: 0.073
Timestamp: 1683535574, Average of speed: 2124.333, Average of pressure: 0.075
Timestamp: 1683535575, Average of speed: 2288.333, Average of pressure: 0.077
Timestamp: 1683535576, Average of speed: 2041.667, Average of pressure: 0.062
Timestamp: 1683535577, Average of speed: 1961.333, Average of pressure: 0.075
Timestamp: 1683535578, Average of speed: 1961.333, Average of pressure: 0.075
Timestamp: 1683535579, Average of speed: 2012.333, Average of pressure: 0.074
Timestamp: 1683535580, Average of speed: 2012.333, Average of pressure: 0.074
Timestamp: 1683535581, Average of speed: 2135.667, Average of pressure: 0.093
Timestamp: 1683535582, Average of speed: 2149.333, Average of pressure: 0.083
Timestamp: 1683535583, Average of speed: 2068.667, Average of pressure: 0.087
Timestamp: 1683535584, Average of speed: 2086.667, Average of pressure: 0.073
Timestamp: 1683535585, Average of speed: 2206.333, Average of pressure: 0.088
Timestamp: 1683535586, Average of speed: 2232.667, Average of pressure: 0.067
Timestamp: 1683535587, Average of speed: 2193.333, Average of pressure: 0.054
Timestamp: 1683535588, Average of speed: 2193.333, Average of pressure: 0.054
Timestamp: 1683535589, Average of speed: 2148.333, Average of pressure: 0.078
Timestamp: 1683535590, Average of speed: 2126.333, Average of pressure: 0.069
Timestamp: 1683535591, Average of speed: 2134.000, Average of pressure: 0.076
Timestamp: 1683535592, Average of speed: 2151.000, Average of pressure: 0.086
Timestamp: 1683535593, Average of speed: 2081.333, Average of pressure: 0.076
Timestamp: 1683535594, Average of speed: 2081.333, Average of pressure: 0.076
Timestamp: 1683535595, Average of speed: 2269.000, Average of pressure: 0.073
Timestamp: 1683535596, Average of speed: 2107.333, Average of pressure: 0.084
Timestamp: 1683535597, Average of speed: 2081.000, Average of pressure: 0.060
Timestamp: 1683535598, Average of speed: 2079.333, Average of pressure: 0.068
Timestamp: 1683535599, Average of speed: 2028.333, Average of pressure: 0.070
Timestamp: 1683535600, Average of speed: 2130.000, Average of pressure: 0.073
Timestamp: 1683535601, Average of speed: 2079.000, Average of pressure: 0.085
Timestamp: 1683535602, Average of speed: 2144.667, Average of pressure: 0.073
Timestamp: 1683535603, Average of speed: 2293.667, Average of pressure: 0.081
Timestamp: 1683535604, Average of speed: 2128.333, Average of pressure: 0.071
Timestamp: 1683535605, Average of speed: 2071.000, Average of pressure: 0.062
Timestamp: 1683535606, Average of speed: 2291.000, Average of pressure: 0.062
Timestamp: 1683535607, Average of speed: 2206.000, Average of pressure: 0.087
Timestamp: 1683535608, Average of speed: 2208.333, Average of pressure: 0.069
Timestamp: 1683535609, Average of speed: 2163.333, Average of pressure: 0.089
Timestamp: 1683535610, Average of speed: 2232.333, Average of pressure: 0.087
Timestamp: 1683535611, Average of speed: 1986.667, Average of pressure: 0.064
Timestamp: 1683535612, Average of speed: 2001.667, Average of pressure: 0.078
Timestamp: 1683535613, Average of speed: 2069.333, Average of pressure: 0.068
Timestamp: 1683535614, Average of speed: 2016.667, Average of pressure: 0.082
Timestamp: 1683535615, Average of speed: 2054.000, Average of pressure: 0.084
Timestamp: 1683535616, Average of speed: 1989.000, Average of pressure: 0.074
Timestamp: 1683535617, Average of speed: 1989.000, Average of pressure: 0.074
Timestamp: 1683535618, Average of speed: 2022.000, Average of pressure: 0.053
Timestamp: 1683535619, Average of speed: 2304.333, Average of pressure: 0.072
Timestamp: 1683535620, Average of speed: 2107.000, Average of pressure: 0.069
Timestamp: 1683535621, Average of speed: 2161.667, Average of pressure: 0.080
Timestamp: 1683535622, Average of speed: 2072.667, Average of pressure: 0.084
Timestamp: 1683535623, Average of speed: 1972.000, Average of pressure: 0.076
Timestamp: 1683535624, Average of speed: 1986.333, Average of pressure: 0.080
Timestamp: 1683535625, Average of speed: 2102.667, Average of pressure: 0.090
Timestamp: 1683535626, Average of speed: 2282.333, Average of pressure: 0.062
Timestamp: 1683535627, Average of speed: 2282.333, Average of pressure: 0.062
Timestamp: 1683535628, Average of speed: 2012.000, Average of pressure: 0.075
Timestamp: 1683535629, Average of speed: 2052.000, Average of pressure: 0.063
Timestamp: 1683535630, Average of speed: 1992.333, Average of pressure: 0.076
Timestamp: 1683535631, Average of speed: 2062.333, Average of pressure: 0.067
Timestamp: 1683535632, Average of speed: 2085.333, Average of pressure: 0.075
Timestamp: 1683535633, Average of speed: 2066.333, Average of pressure: 0.075
Timestamp: 1683535634, Average of speed: 2070.667, Average of pressure: 0.083
Timestamp: 1683535635, Average of speed: 2087.000, Average of pressure: 0.069
Timestamp: 1683535636, Average of speed: 2113.333, Average of pressure: 0.064
Timestamp: 1683535637, Average of speed: 2010.000, Average of pressure: 0.064
Timestamp: 1683535638, Average of speed: 2178.333, Average of pressure: 0.060
Timestamp: 1683535639, Average of speed: 2282.667, Average of pressure: 0.083
Timestamp: 1683535640, Average of speed: 2334.333, Average of pressure: 0.070
Timestamp: 1683535641, Average of speed: 2083.000, Average of pressure: 0.073
Timestamp: 1683535642, Average of speed: 2222.000, Average of pressure: 0.071
Timestamp: 1683535643, Average of speed: 1977.000, Average of pressure: 0.077
Timestamp: 1683535644, Average of speed: 2234.333, Average of pressure: 0.071
Timestamp: 1683535645, Average of speed: 2088.667, Average of pressure: 0.069
Timestamp: 1683535646, Average of speed: 2060.000, Average of pressure: 0.094
Timestamp: 1683535647, Average of speed: 2134.000, Average of pressure: 0.064
Timestamp: 1683535648, Average of speed: 2052.667, Average of pressure: 0.062
Timestamp: 1683535649, Average of speed: 2014.000, Average of pressure: 0.072
Timestamp: 1683535650, Average of speed: 2092.333, Average of pressure: 0.069
Timestamp: 1683535651, Average of speed: 1977.667, Average of pressure: 0.089
Timestamp: 1683535652, Average of speed: 2071.333, Average of pressure: 0.075
Timestamp: 1683535653, Average of speed: 2076.000, Average of pressure: 0.066
Timestamp: 1683535654, Average of speed: 2194.667, Average of pressure: 0.065
Timestamp: 1683535655, Average of speed: 2194.667, Average of pressure: 0.065
Timestamp: 1683535656, Average of speed: 2138.000, Average of pressure: 0.064
Timestamp: 1683535657, Average of speed: 1996.667, Average of pressure: 0.074
Timestamp: 1683535658, Average of speed: 2214.667, Average of pressure: 0.071
Timestamp: 1683535659, Average of speed: 2100.000, Average of pressure: 0.091
Timestamp: 1683535660, Average of speed: 1963.000, Average of pressure: 0.068
Timestamp: 1683535661, Average of speed: 2001.000, Average of pressure: 0.072
Timestamp: 1683535662, Average of speed: 2115.000, Average of pressure: 0.064
Timestamp: 1683535663, Average of speed: 2236.333, Average of pressure: 0.078
Timestamp: 1683535664, Average of speed: 2044.333, Average of pressure: 0.058
